discovery_id,column_name,data_owner,column_tag_identifier,column_tag_value,policy_name,column_description,table_tag_identifier,table_tag_value,published_to
16348,user_id,,,,,,,,
16348,username,,,,,,,,
16348,email,,,,,,,,
16348,phone,,,,,,,,
